Rk,Name,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary,Name-additional
171,Willson Contreras,31,STL,NL,123,489,423,54,112,27,0,19,66,6,3,50,110,.265,.359,.463,.822,124,196,12,13,1,2,0,2D/H,contrwi01
172,Garrett Cooper,32,TOT,NL,113,423,392,39,99,17,1,15,57,0,0,27,124,.253,.303,.416,.718,95,163,13,2,0,2,0,3DH,coopega03
173,Garrett Cooper,32,MIA,NL,82,324,305,28,78,11,1,13,46,0,0,17,97,.256,.296,.426,.723,94,130,9,1,0,1,0,3D/H,coopega03
174,Garrett Cooper,32,SDP,NL,31,99,87,11,21,6,0,2,11,0,0,10,27,.241,.323,.379,.703,97,33,4,1,0,1,0,3D/H,coopega03
175,Franchy Cordero*,28,NYY,AL,24,71,69,9,13,2,0,6,13,0,0,2,25,.188,.211,.478,.690,81,33,0,0,0,0,0,9/7H,cordefr02
176,Carlos Correa,28,MIN,AL,133,576,510,60,118,29,2,18,65,0,0,59,131,.231,.314,.402,.716,95,205,29,4,0,3,3,*6,correca01
177,Danny Coulombe*,33,BAL,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,couloda01
178,Colton Cowser*,23,BAL,AL,26,77,61,15,7,2,0,0,4,1,0,13,22,.115,.286,.148,.433,27,9,1,2,0,1,0,98/7H,cowseco01
179,Austin Cox*,26,KCR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,coxau01
180,Brandon Crawford*,36,SFG,NL,89,309,272,29,53,11,1,6,35,3,0,28,77,.195,.276,.309,.585,62,84,5,4,1,4,1,6/H1,crawfbr01
181,J.P. Crawford*,28,SEA,AL,131,575,481,85,126,32,0,15,53,2,0,84,116,.262,.376,.422,.798,124,203,6,5,3,2,1,*6/H,crawfjp01
182,Kutter Crawford,27,BOS,AL,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1/H,crawfku01
183,C.J. Cron,33,TOT,MLB,70,274,254,38,64,12,0,12,37,0,0,17,64,.252,.299,.441,.740,91,112,13,1,0,2,0,3/DH,croncj01
184,C.J. Cron,33,COL,NL,56,224,208,31,54,12,0,11,32,0,0,13,50,.260,.304,.476,.780,99,99,10,1,0,2,0,3/DH,croncj01
185,C.J. Cron,33,LAA,AL,14,50,46,7,10,0,0,1,5,0,0,4,14,.217,.280,.283,.563,54,13,3,0,0,0,0,3/H,croncj01
186,Jake Cronenworth*,29,SDP,NL,127,522,458,54,105,24,7,10,48,6,1,46,97,.229,.312,.378,.689,93,173,8,11,1,5,2,*34/H,croneja01
187,Pete Crow-Armstrong*,21,CHC,NL,4,10,8,0,0,0,0,0,1,0,1,1,4,.000,.111,.000,.111,-66,0,0,0,1,0,0,/8H,crowape01
188,Nelson Cruz,42,SDP,NL,49,152,143,9,35,5,1,5,23,1,0,6,46,.245,.283,.399,.681,89,57,2,2,0,1,1,DH/3,cruzne02
189,Oneil Cruz*,24,PIT,NL,9,40,32,7,8,1,0,1,4,3,0,7,8,.250,.375,.375,.750,105,12,0,0,0,1,0,/6,cruzon01
190,Charlie Culberson,34,ATL,NL,1,1,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,441,1,0,0,0,0,0,/DH,culbech01
191,Travis d'Arnaud,34,ATL,NL,66,260,241,29,54,11,0,11,38,0,0,17,55,.224,.277,.407,.684,80,98,6,1,0,1,0,2/DH,darnatr01
192,David Dahl*,29,SDP,NL,4,9,9,1,1,0,0,1,1,0,0,0,2,.111,.111,.444,.556,46,4,0,0,0,0,0,/9H,dahlda01
193,Bobby Dalbec,28,BOS,AL,10,14,12,1,2,0,0,0,0,1,0,2,8,.167,.286,.167,.452,27,2,0,0,0,0,0,/H3D456,dalbebo01
194,Henry Davis,23,PIT,NL,52,212,186,24,39,8,0,5,18,3,4,22,51,.210,.302,.333,.635,73,62,2,3,0,1,2,9/D2H,davishe01
195,J.D. Davis,30,SFG,NL,135,519,456,58,114,22,1,18,68,1,0,49,145,.250,.327,.421,.748,105,192,15,6,0,6,0,*53DH,davisjd01
196,Jonathan Davis,31,MIA,NL,34,104,90,22,22,4,1,2,10,1,2,7,29,.244,.307,.378,.685,86,34,1,2,2,2,0,8/H97,davisjo05
197,Yonathan Daza,29,COL,NL,24,80,74,8,20,6,0,0,7,1,0,3,13,.270,.304,.351,.655,70,26,5,1,1,1,0,8/H9,dazayo01
198,Bryan De La Cruz,26,MIA,NL,142,580,535,58,136,31,0,19,74,3,1,38,136,.254,.302,.419,.721,94,224,15,1,0,5,0,*79/8HD,delacbr01
199,Elly De La Cruz#,21,CIN,NL,87,380,345,59,82,14,6,11,36,29,8,31,127,.238,.303,.409,.712,89,141,6,2,1,1,3,65/HD,delacel01
200,Paul DeJong,29,TOT,MLB,110,398,370,41,77,13,0,14,38,4,4,21,121,.208,.259,.357,.616,67,132,10,5,0,2,0,*6/H4D,dejonpa01
201,Paul DeJong,29,TOT,NL,97,354,326,40,74,13,0,14,37,4,4,21,103,.227,.282,.396,.678,84,129,9,5,0,2,0,6/H4D,dejonpa01
202,Paul DeJong,29,STL,NL,81,306,279,38,65,11,0,13,32,4,4,21,87,.233,.297,.412,.710,93,115,8,5,0,1,0,6/H,dejonpa01
203,Paul DeJong,29,TOR,AL,13,44,44,1,3,0,0,0,1,0,0,0,18,.068,.068,.068,.136,-62,3,1,0,0,0,0,6,dejonpa01
204,Paul DeJong,29,SFG,NL,16,48,47,2,9,2,0,1,5,0,0,0,16,.191,.188,.298,.485,31,14,1,0,0,1,0,6/H4D,dejonpa01
205,Jason Delay,28,PIT,NL,65,168,151,17,38,10,1,1,16,0,0,12,41,.252,.313,.351,.664,80,53,4,2,2,1,0,2/H,delayja01
206,Jonny Deluca,24,LAD,NL,24,45,42,5,11,1,0,2,6,1,0,3,8,.262,.311,.429,.740,98,18,0,0,0,0,0,H/789D,delucjo01
207,Rafael Devers*,26,BOS,AL,141,609,541,86,148,34,0,32,97,3,1,55,115,.274,.350,.514,.864,129,278,13,10,0,3,9,*5/DH6,deverra01
208,Aledmys Díaz,32,OAK,AL,102,322,293,23,67,18,1,4,23,1,0,17,64,.229,.283,.338,.621,76,99,12,7,1,4,2,65H473/D,diazal02
209,Alexis Díaz,26,CIN,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,diazal03
210,Elias Díaz,32,COL,NL,129,488,452,44,122,23,1,14,68,1,0,30,109,.270,.316,.418,.734,89,189,10,2,0,4,0,*2H/D,diazel01
211,Isan Díaz*,27,TOT,MLB,8,26,24,0,1,0,0,0,1,0,0,2,9,.042,.115,.042,.157,-54,1,0,0,0,0,0,/45H,diazis01
212,Isan Díaz*,27,SFG,NL,6,21,19,0,1,0,0,0,1,0,0,2,7,.053,.143,.053,.195,-42,1,0,0,0,0,0,/45,diazis01
213,Isan Díaz*,27,DET,AL,2,5,5,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,/4H,diazis01
214,Jordan Diaz,22,OAK,AL,81,265,245,20,56,8,0,10,26,0,1,16,64,.229,.283,.384,.667,88,94,10,3,0,1,0,54D/H3,diazjo03
215,Yainer Diaz,24,HOU,AL,97,355,335,47,95,20,0,22,57,0,0,11,67,.284,.307,.540,.847,128,181,11,3,0,6,0,2DH/3,diazya02
216,Yandy Díaz,31,TBR,AL,128,565,497,89,160,32,0,20,73,0,1,59,91,.322,.400,.507,.907,151,252,15,7,0,2,0,*3D/5H,diazya01
217,Corey Dickerson*,34,WSN,NL,50,152,144,12,36,7,1,2,17,0,1,7,28,.250,.283,.354,.637,76,51,3,0,0,1,0,7/HD9,dickeco01
218,Brandon Dixon,31,SDP,NL,33,86,79,10,16,4,0,2,9,1,0,1,31,.203,.244,.329,.573,60,26,1,4,0,2,0,3/H9D71,dixonbr01
219,Jasson Domínguez#,20,NYY,AL,8,33,31,6,8,1,0,4,7,1,0,2,8,.258,.303,.677,.980,157,21,1,0,0,0,0,/8,dominja01
220,Josh Donaldson,37,TOT,MLB,38,141,122,15,20,2,0,11,18,0,0,17,37,.164,.262,.451,.713,90,55,5,0,0,2,0,5/DH1,donaljo02
221,Josh Donaldson,37,NYY,AL,33,120,106,13,15,1,0,10,15,0,0,12,32,.142,.225,.434,.659,74,46,2,0,0,2,0,5/DH1,donaljo02
222,Josh Donaldson,37,MIL,NL,5,21,16,2,5,1,0,1,3,0,0,5,5,.313,.476,.563,1.039,184,9,3,0,0,0,0,/5D,donaljo02
223,Brendan Donovan*,26,STL,NL,95,371,327,48,93,10,1,11,34,5,1,33,53,.284,.365,.422,.787,116,138,4,9,1,1,2,47D3H/956,donovbr01
224,Camilo Doval,25,SFG,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,dovalca01
225,Jeter Downs,24,WSN,NL,6,9,5,4,2,0,0,0,1,2,0,4,1,.400,.667,.400,1.067,208,2,0,0,0,0,0,/64H,downsje01
226,Brenton Doyle,25,COL,NL,112,378,349,43,67,13,3,8,36,19,4,20,134,.192,.242,.315,.557,44,110,7,4,2,3,0,*8/H,doylebr02
227,Hunter Dozier,31,KCR,AL,29,91,82,8,15,2,1,2,9,2,0,8,29,.183,.253,.305,.558,53,25,0,0,0,1,0,5/397HD,doziehu01
228,Brandon Drury,30,LAA,AL,112,466,431,52,110,25,3,21,70,0,2,24,120,.255,.300,.473,.774,106,204,13,6,0,5,0,43/DH,drurybr01
229,Daniel Duarte,26,CIN,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,duartda01
230,Mauricio Dubón,28,HOU,AL,120,460,436,72,122,25,3,9,41,7,2,18,62,.280,.311,.413,.724,99,180,10,3,0,3,0,48H/76395,dubonma01
231,Matt Duffy,32,KCR,AL,74,193,177,15,44,7,0,1,13,1,0,11,36,.249,.301,.305,.606,68,54,3,3,0,2,0,54H3/D16,duffyma01
232,Ezequiel Duran,24,TEX,AL,118,434,402,55,110,21,2,14,45,8,4,22,119,.274,.321,.440,.761,105,177,7,7,1,2,1,675D/H439,duranez01
233,Jarren Duran*,26,BOS,AL,102,362,332,46,98,34,2,8,40,24,2,24,90,.295,.346,.482,.828,120,160,3,3,0,2,1,87H/D9,duranja01
234,Adam Duvall,34,BOS,AL,81,315,285,42,71,22,1,19,52,4,0,22,98,.249,.311,.533,.844,122,152,0,5,0,3,1,89/H7D,duvalad01
235,Nate Eaton,26,KCR,AL,28,56,53,2,4,0,0,0,1,3,0,2,21,.075,.125,.075,.200,-43,4,0,1,0,0,0,7/H89D51,eatonna01
236,Tommy Edman#,28,STL,NL,124,475,429,62,103,23,4,12,46,24,3,32,77,.240,.301,.396,.697,90,170,8,7,3,4,1,684/9H,edmanto01
237,Xavier Edwards#,23,MIA,NL,21,57,54,11,16,3,0,0,3,1,0,1,7,.296,.321,.352,.673,84,19,1,1,1,0,0,4/8HD,edwarxa01
238,Drew Ellis,27,PHI,NL,12,29,23,4,5,0,0,2,4,0,1,6,7,.217,.379,.478,.858,133,11,0,0,0,0,0,/35H,ellisdr01
239,Christian Encarnacion-Strand,23,CIN,NL,52,194,179,19,48,7,0,7,24,2,0,10,55,.268,.325,.425,.749,99,76,4,5,0,0,0,3D/5H9,encarch01
240,Adam Engel,31,SDP,NL,5,6,6,0,0,0,0,0,0,0,1,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,/8H7,engelad01
241,Eduardo Escobar#,34,TOT,MLB,90,285,265,32,60,6,5,6,28,2,1,17,70,.226,.271,.355,.626,70,94,7,0,1,2,0,54H/3D16,escobed01
242,Eduardo Escobar#,34,NYM,NL,40,120,110,15,26,3,2,4,16,2,0,8,24,.236,.286,.409,.695,90,45,4,0,1,1,0,5/4HD6,escobed01
243,Eduardo Escobar#,34,LAA,AL,50,165,155,17,34,3,3,2,12,0,1,9,46,.219,.261,.316,.577,56,49,3,0,0,1,0,54H/31,escobed01
244,Santiago Espinal,28,TOR,AL,87,244,220,28,54,12,0,2,25,2,1,18,33,.245,.310,.327,.637,78,72,5,3,2,1,1,45H6/D,espinsa01
245,Thairo Estrada,27,SFG,NL,107,478,447,60,123,26,2,12,46,21,5,19,111,.275,.318,.423,.741,103,189,9,10,0,2,1,46/7D,estrath01
246,Stuart Fairchild,27,CIN,NL,88,242,206,31,46,13,2,5,27,10,2,25,64,.223,.322,.379,.701,88,78,2,6,3,2,0,798H/D,faircst01
247,Buck Farmer*,32,CIN,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,farmebu01
248,Kyle Farmer,32,MIN,AL,108,317,290,42,72,11,2,11,38,1,4,18,81,.248,.306,.414,.720,96,120,5,7,0,2,0,456H/37D,farmeky01
249,Caleb Ferguson,26,LAD,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,ferguca01
250,Freddy Fermin,28,KCR,AL,70,235,217,26,61,10,1,9,32,0,0,13,50,.281,.321,.461,.781,112,100,11,1,1,3,0,2/HD,fermifr01
251,José Fermín,24,STL,NL,13,32,28,1,5,0,0,0,0,0,0,3,4,.179,.258,.179,.437,24,5,0,0,1,0,0,/4H5D,fermijo01
252,David Fletcher,29,LAA,AL,21,57,54,4,12,1,0,2,9,0,0,3,8,.222,.263,.352,.615,65,19,2,0,0,0,0,6/45H,fletcda02
253,Dominic Fletcher*,25,ARI,NL,28,102,93,10,28,5,1,2,14,0,2,7,22,.301,.350,.441,.791,115,41,0,0,2,0,1,89/7H,fletcdo01
254,Wilmer Flores,31,SFG,NL,116,422,378,50,109,22,0,22,56,0,0,36,59,.288,.355,.521,.877,138,197,12,5,0,3,1,3DH5/4,florewi01
255,Estevan Florial*,25,NYY,AL,7,28,22,2,4,0,0,0,4,1,0,4,7,.182,.357,.182,.539,55,4,0,2,0,0,0,/8H,flories01
256,Mike Ford*,30,SEA,AL,75,232,204,30,46,6,0,16,34,0,0,21,74,.225,.315,.490,.805,122,100,4,6,0,1,0,DH3/1,fordmi01
257,Nick Fortes,26,MIA,NL,100,295,271,27,54,7,0,5,23,4,2,16,53,.199,.256,.280,.536,47,76,11,5,2,1,0,2/HD,forteni01
258,Jake Fraley*,28,CIN,NL,104,359,318,41,85,18,0,15,64,20,5,34,68,.267,.348,.465,.814,116,148,5,6,0,1,2,97HD,fraleja01
259,Ty France,28,SEA,AL,144,608,535,73,135,31,0,10,56,1,0,40,110,.252,.340,.366,.707,99,196,24,32,0,1,0,*3/H,francty01
260,Wander Franco#,22,TBR,AL,112,491,442,65,124,23,6,17,58,30,10,42,69,.281,.344,.475,.819,125,210,18,3,0,4,3,*6/HD,francwa01
261,Adam Frazier*,31,BAL,AL,129,421,382,57,94,19,2,13,59,9,4,28,58,.246,.303,.408,.711,97,156,4,4,4,2,0,*4H/97D,fraziad01
262,Clint Frazier,28,CHW,AL,33,76,66,10,13,1,1,0,3,4,2,10,23,.197,.303,.242,.545,52,16,0,0,0,0,0,9H/78,frazicl01
263,Freddie Freeman*,33,LAD,NL,147,668,582,122,195,55,2,26,93,19,1,69,112,.335,.413,.570,.984,163,332,11,12,0,5,12,*3,freemfr01
264,Tyler Freeman,24,CLE,AL,54,143,129,16,31,6,0,2,12,4,0,9,24,.240,.298,.333,.631,77,43,3,2,2,1,0,54H/D67,freemty01
265,Sal Frelick*,23,MIL,NL,45,177,148,26,39,7,1,3,21,7,0,25,30,.264,.367,.385,.752,107,57,2,1,0,3,0,98/H,frelisa01
266,Luis Frías,25,ARI,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,friaslu01
267,TJ Friedl*,27,CIN,NL,127,510,450,65,123,20,8,14,56,24,6,39,84,.273,.343,.447,.789,110,201,0,10,8,3,1,*87H/9D,friedtj01
268,David Fry,27,CLE,AL,51,106,95,12,22,4,0,4,13,2,0,8,28,.232,.311,.400,.711,97,38,3,3,0,0,0,23H/9D715,fryda01
269,Michael Fulmer,30,CHC,NL,2,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1,fulmemi01
270,Cam Gallagher,30,CLE,AL,51,136,130,6,18,6,0,0,7,0,0,4,41,.138,.169,.185,.354,-1,24,2,1,0,1,0,2,gallaca01
271,Joey Gallo*,29,MIN,AL,111,332,282,39,50,9,1,21,40,1,1,48,142,.177,.301,.440,.741,100,124,3,2,0,0,1,37H89/D,gallojo01
272,Ben Gamel*,31,SDP,NL,6,15,15,2,3,1,0,0,2,0,0,0,2,.200,.200,.267,.467,30,4,0,0,0,0,0,/7HD9,gamelbe01
273,Adolis García,30,TEX,AL,135,580,512,97,125,26,0,34,100,8,0,56,159,.244,.322,.494,.817,118,253,11,6,0,6,0,*9/8DH,garciad02
274,Avisaíl García,32,MIA,NL,37,118,108,8,20,3,1,3,12,2,0,6,39,.185,.241,.315,.556,50,34,1,2,0,0,1,97/HD8,garciav01
275,Luis García*,23,WSN,NL,109,434,403,49,102,13,4,7,46,8,4,23,57,.253,.289,.357,.646,78,144,10,0,1,7,1,*4/H,garcilu04
276,Maikel Garcia,23,KCR,AL,112,466,418,53,114,20,4,4,49,22,6,35,97,.273,.325,.368,.693,91,154,9,2,1,10,0,56/D4H,garcima01
277,Kyle Garlick,31,MIN,AL,14,30,28,2,5,1,0,2,4,0,0,2,11,.179,.233,.429,.662,76,12,0,0,0,0,0,/9H7D,garliky01
278,Stone Garrett,27,WSN,NL,89,271,234,40,63,17,0,9,40,3,1,26,82,.269,.343,.457,.801,120,107,6,3,0,5,0,7H9/D,garrest01
279,Mitch Garver,32,TEX,AL,75,296,254,40,70,11,0,17,45,0,0,39,70,.276,.376,.520,.896,141,132,6,2,0,0,1,D2/H3,garvemi01
280,Zack Gelof,23,OAK,AL,55,240,217,34,58,18,1,12,26,11,2,20,64,.267,.333,.525,.859,139,114,3,2,0,1,1,4,gelofza01
281,Ian Gibaut,29,CIN,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,gibauia01
282,Kyle Gibson,35,BAL,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,gibsoky01
283,Logan Gillaspie,26,BAL,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,gillalo01
284,Andrés Giménez*,24,CLE,AL,142,571,513,67,124,25,4,13,54,28,4,32,106,.242,.310,.382,.692,93,196,10,20,4,2,3,*4/H,gimenan01
285,Kevin Ginkel*,29,ARI,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,ginkeke01
286,Paul Goldschmidt,35,STL,NL,143,645,557,83,151,27,0,24,75,11,2,81,151,.271,.365,.449,.814,123,250,11,3,0,3,5,*3D,goldspa01
287,Yan Gomes,35,CHC,NL,106,378,349,42,95,18,2,9,52,1,0,17,72,.272,.312,.413,.725,94,144,9,6,0,6,1,2DH,gomesya01
288,Nick Gonzales,24,PIT,NL,31,112,102,11,22,6,1,2,13,0,1,4,31,.216,.268,.353,.621,67,36,0,4,0,2,0,4/6H,gonzani01
289,Oscar Gonzalez,25,CLE,AL,52,175,168,15,36,7,2,2,12,0,0,5,45,.214,.240,.315,.555,54,53,2,1,0,1,0,9D/H7,gonzaos01
290,Romy Gonzalez,26,CHW,AL,44,97,93,11,18,4,2,3,14,7,0,2,36,.194,.208,.376,.585,55,35,0,0,1,1,0,4H/9D7658,gonzaro01
291,Victor González*,27,LAD,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,gonzavi02
292,Hunter Goodman,23,COL,NL,16,57,52,5,13,4,3,0,14,1,0,4,15,.250,.298,.442,.741,89,23,2,0,0,1,0,/93DH,goodmhu01
293,Nick Gordon*,27,MIN,AL,34,93,91,13,16,5,1,2,7,0,0,1,11,.176,.185,.319,.503,35,29,1,0,1,0,0,874H/6,gordoni01
294,Nolan Gorman*,23,STL,NL,119,464,406,59,96,17,0,27,76,7,2,53,148,.236,.328,.478,.805,118,194,5,3,0,2,1,4D5H,gormano01
295,Yasmani Grandal#,34,CHW,AL,115,393,352,33,83,14,0,8,33,0,0,35,85,.236,.310,.344,.654,79,121,10,4,0,2,1,2HD/3,grandya01
296,Brusdar Graterol,24,LAD,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,gratebr01
297,Kendall Graveman,32,TOT,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,graveke01
298,Kendall Graveman,32,HOU,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,graveke01
299,Jon Gray,31,TEX,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,grayjo02
300,Tristan Gray*,27,TBR,AL,1,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,/3,graytr01
301,Riley Greene*,22,DET,AL,99,416,378,51,109,19,4,11,37,7,0,35,114,.288,.349,.447,.796,117,169,7,1,0,2,0,8/D79H,greenri03
302,Zack Greinke,39,KCR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,greinza01
303,Randal Grichuk,31,TOT,MLB,106,420,386,56,104,26,2,14,41,2,2,27,85,.269,.324,.456,.780,103,176,11,5,0,2,2,798D/H,grichra01
304,Randal Grichuk,31,COL,NL,64,263,240,40,74,19,1,8,27,2,2,18,51,.308,.365,.496,.861,121,119,6,4,0,1,2,987D/H,grichra01
305,Randal Grichuk,31,LAA,AL,42,157,146,16,30,7,1,6,14,0,0,9,34,.205,.255,.390,.645,72,57,5,1,0,1,0,7/H8D,grichra01
306,Trent Grisham*,26,SDP,NL,142,529,448,63,90,29,1,13,48,14,3,70,150,.201,.315,.357,.672,89,160,7,5,4,1,0,*8/H,grishtr01
307,Vaughn Grissom,22,ATL,NL,23,80,75,5,21,3,1,0,9,0,1,2,15,.280,.313,.347,.659,77,26,2,2,0,1,0,6/4H,grissva01
308,Robbie Grossman#,33,TEX,AL,108,398,337,56,82,23,1,10,49,1,0,51,93,.243,.339,.407,.746,103,137,7,2,0,8,0,7D9H,grossro01
309,Vladimir Guerrero Jr.,24,TOR,AL,145,635,562,71,150,28,0,24,90,5,3,60,93,.267,.345,.445,.790,117,250,21,9,0,4,5,*3D/H,guerrvl02
310,Luis Guillorme*,28,NYM,NL,50,114,101,12,24,6,1,1,9,0,0,10,28,.238,.304,.347,.650,80,35,3,0,2,1,1,45/H61,guilllu01
311,Lourdes Gurriel Jr.,29,ARI,NL,134,548,509,63,133,33,2,24,80,4,0,32,97,.261,.310,.475,.786,111,242,18,5,0,2,1,7D/H3,gurrilo01
312,Yuli Gurriel,39,MIA,NL,97,315,284,31,71,16,3,4,26,4,0,26,44,.250,.311,.370,.681,85,105,11,1,0,4,3,3H/D,gourryu01
313,Dalton Guthrie,27,PHI,NL,23,28,24,4,4,1,0,0,0,0,0,3,7,.167,.286,.208,.494,39,5,0,1,0,0,0,7/8H95,guthrda01
314,Eric Haase,30,TOT,AL,89,293,274,22,55,8,1,4,26,4,1,17,81,.201,.247,.281,.528,45,77,11,0,1,1,1,27H/D9,haaseer01
315,Eric Haase,30,DET,AL,86,282,264,22,53,8,1,4,26,3,1,16,78,.201,.246,.284,.530,45,75,10,0,1,1,1,27H/D9,haaseer01
316,Eric Haase,30,CLE,AL,3,11,10,0,2,0,0,0,0,1,0,1,3,.200,.273,.200,.473,36,2,1,0,0,0,0,/2,haaseer01
317,Josh Hader*,29,SDP,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,haderjo01
318,Sam Haggerty#,29,SEA,AL,42,86,75,12,18,3,0,1,4,6,1,9,15,.240,.329,.320,.649,84,24,0,1,1,0,0,H74/D389,haggesa01
319,Darick Hall*,27,PHI,NL,18,56,54,2,9,1,0,1,3,0,0,2,18,.167,.196,.241,.437,19,13,2,0,0,0,0,3/H,hallda02
320,Billy Hamilton,32,CHW,AL,3,2,2,2,0,0,0,0,0,2,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,/H9,hamilbi02
321,Caleb Hamilton,28,BOS,AL,4,6,5,0,0,0,0,0,0,0,0,1,5,.000,.167,.000,.167,-49,0,0,0,0,0,0,/2,hamilca01
322,David Hamilton*,25,BOS,AL,15,39,33,2,4,2,0,0,0,2,1,6,10,.121,.256,.182,.438,22,6,1,0,0,0,0,6/4H,hamilda03
323,Garrett Hampson,28,MIA,NL,85,207,183,27,53,12,1,3,19,3,0,17,58,.290,.358,.415,.773,111,76,3,3,3,1,0,86H94/75D,hampsga01
324,Mitch Haniger,32,SFG,NL,55,210,193,25,40,11,1,6,25,1,0,14,57,.207,.267,.368,.635,73,71,6,2,0,1,0,79/HD,hanigmi01
325,Ian Happ#,28,CHC,NL,146,637,533,78,129,31,4,18,73,14,3,93,143,.242,.358,.417,.774,109,222,12,6,0,5,2,*7/DH,happia01
326,Bryce Harper*,30,PHI,NL,114,496,420,74,122,26,1,17,62,9,3,69,109,.290,.393,.479,.872,138,201,9,4,0,3,6,D3/H,harpebr03
327,Michael Harris II*,22,ATL,NL,125,485,452,72,134,26,3,18,52,20,3,25,91,.296,.337,.487,.824,118,220,7,4,1,3,1,*8/H,harrimi04
328,Josh Harrison,35,PHI,NL,40,114,103,8,21,3,0,2,10,0,0,3,20,.204,.263,.291,.554,52,30,2,6,0,2,0,5H4/719D,harrijo05
329,Adam Haseley*,27,CHW,AL,28,39,36,6,8,2,0,0,2,1,0,3,8,.222,.282,.278,.560,54,10,1,0,0,0,0,9/H87D,haselad01
330,Ke'Bryan Hayes,26,PIT,NL,113,474,444,56,121,26,7,13,59,10,6,27,92,.273,.312,.450,.763,104,200,10,0,0,3,1,*5/HD,hayeske01
331,Austin Hays,27,BAL,AL,132,522,481,72,135,36,2,14,61,4,1,34,127,.281,.328,.451,.779,115,217,11,2,0,5,1,*7/8H9D,haysau01
332,Taylor Hearn*,28,TOT,MLB,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,hearnta01
333,Taylor Hearn*,28,TOT,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,hearnta01
334,Taylor Hearn*,28,TEX,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1,hearnta01
335,Jonathan Heasley,26,KCR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,heasljo01
336,Austin Hedges,30,TOT,MLB,77,205,178,13,32,5,0,1,16,1,0,11,44,.180,.232,.225,.457,25,40,7,2,10,3,0,2/1DH,hedgeau01
337,Austin Hedges,30,PIT,NL,65,187,161,13,29,5,0,1,14,1,0,11,39,.180,.237,.230,.467,28,37,7,2,9,3,0,2,hedgeau01
338,Austin Hedges,30,TEX,AL,12,18,17,0,3,0,0,0,2,0,0,0,5,.176,.176,.176,.353,-3,3,0,0,1,0,0,2/1DH,hedgeau01
339,Jonah Heim#,28,TEX,AL,118,453,417,55,109,26,0,17,85,2,0,32,88,.261,.313,.446,.760,104,186,10,1,0,3,2,*2/DH,heimjo01
340,Tyler Heineman#,32,TOT,MLB,19,37,30,3,6,1,0,0,0,1,0,7,7,.200,.351,.233,.585,67,7,0,0,0,0,0,2/H,heinety01
